llm,story,voice_style,concreteness_specificity,register_level,language_mix,rhythm_syntax,syntax_complexity,paragraphing_lineation,sentence_form_preference,pov_distance,pov_person,pov_scope,tense,free_indirect_presence,narrator_reliability,structure_pacing,temporal_handling,narrative_modality,exposition_strategy,narrative_drive,tone_mood,tonal_span,rhetorical_stance,imagery_density,sensory_bias,motif_strategy,dialogue_density,dialogue_subtext,dialogue_markup,experimentation_degree,associative_gaps,metafictional_devices,closure_cadence,closure_form,genre_family,topic_domain,setting_time,setting_space,worldbuilding_intensity,conflict_type,stakes_level,cast_size,internal_external_ratio,realism_spectrum,ending_valence,prompt_dependency,evaluator_id,raw_path
kimi-k2,story_wc_9.txt,9.2,7.8,High,Monolingual,8.4,8.2,3.5,Hypotaxis,6.8,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,9.2,4.3,Earnest,9.3,Visual,Transforming,0.0,0.0,Minimal,4.0,2.5,Absent,8.7,Resonant,Fabulist,Family,Timeless,Abstract,3.5,Internal,Relational,Solo,2.5,9.2,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/kimi-k2/story_wc_9.txt
kimi-k2,story_wc_96.txt,9.1,8.3,Mixed,Monolingual,8.5,7.9,7.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Scenic,Distributed,Character,9.0,5.5,Earnest,9.2,Visual,Transforming,3.0,6.5,Mixed,4.0,2.0,Absent,4.5,Open,Literary,Social,Contemporary,Urban,3.0,Societal,Moral,Duo,5.0,3.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/kimi-k2/story_wc_96.txt
llama4-maverick,story_wc_10.txt,7.0,6.8,High,Monolingual,6.2,6.5,3.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,7.5,2.5,Earnest,7.5,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Speculative,Existential,Future,Urban,3.5,Internal,Existential,Duo,2.0,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_10.txt
kimi-k2,story_wc_98.txt,9.2,8.6,High,Monolingual,8.1,7.2,6.7,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.8,Linear,Balanced,Distributed,Situation,8.7,3.2,Earnest,9.1,Mixed,Transforming,0.8,1.2,Minimal,4.1,3.0,Absent,8.6,Resonant,Fabulist,Memory,Timeless,Rural,4.3,Internal,Existential,Solo,4.5,9.1,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/kimi-k2/story_wc_98.txt
llama4-maverick,story_wc_0.txt,3.5,4.0,High,Monolingual,4.0,4.5,3.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,2.0,Linear,Reflective,Distributed,Idea,7.0,2.0,Earnest,5.5,Visual,Threaded,0.0,0.0,Minimal,1.0,1.0,Absent,7.5,Resonant,Literary,Existential,Contemporary,Workplace,1.5,Internal,Existential,Solo,1.0,1.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_0.txt
kimi-k2,story_wc_95.txt,9.0,7.7,High,Monolingual,8.5,7.5,8.0,Balanced,4.0,ThirdOmniscient,Alternating,Past,Absent,Reliable,8.0,Linear,Balanced,Distributed,Idea,9.0,4.0,Earnest,9.0,Visual,Transforming,3.0,8.0,BeatHeavy,6.0,3.0,Absent,8.5,Resonant,Fabulist,Existential,Timeless,Abstract,4.0,Interpersonal,Existential,Duo,4.0,7.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/kimi-k2/story_wc_95.txt
llama4-maverick,story_wc_100.txt,6.3,5.6,High,Monolingual,4.8,5.2,3.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Character,7.2,3.4,Earnest,6.0,Mixed,Transforming,0.0,0.0,Minimal,1.0,1.0,Absent,8.4,Resonant,Fabulist,Existential,Timeless,Abstract,4.0,Internal,Existential,Solo,2.0,8.2,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_100.txt
llama4-maverick,story_wc_103.txt,7.5,5.5,High,Monolingual,6.5,6.5,4.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Idea,8.0,2.0,Earnest,7.5,Visual,Threaded,0.0,0.0,Minimal,2.0,2.5,Absent,6.5,Resonant,Speculative,Existential,Timeless,Abstract,3.0,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_103.txt
llama4-maverick,story_wc_105.txt,7.8,6.7,High,Monolingual,6.0,6.5,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.0,Linear,Reflective,Distributed,Idea,7.5,3.0,Earnest,8.0,Mixed,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Memory,Future,Workplace,3.5,Internal,Existential,Solo,1.5,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_105.txt
llama4-maverick,story_wc_1.txt,7.3,6.2,High,Monolingual,4.8,5.2,3.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,2.3,Linear,Reflective,Distributed,Idea,7.6,2.0,Earnest,7.7,Visual,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,8.2,Resonant,Literary,Existential,Timeless,Rural,1.0,Internal,Existential,Solo,1.5,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_1.txt
llama4-maverick,story_wc_101.txt,5.0,6.0,High,Monolingual,4.0,5.5,3.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,4.0,Linear,Balanced,Distributed,Character,7.5,2.0,Earnest,6.0,Mixed,Threaded,2.0,1.0,Mixed,1.0,0.5,Absent,8.5,Resonant,Literary,Social,Contemporary,Rural,2.0,Societal,Moral,Solo,4.0,0.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_101.txt
llama4-maverick,story_wc_106.txt,8.2,4.0,High,Monolingual,5.5,6.0,3.5,Hypotaxis,5.5,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Balanced,Minimal,Voice,9.0,2.0,Earnest,8.0,Visual,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,6.5,Open,Fabulist,Existential,Timeless,Transit,1.5,Internal,Existential,Solo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_106.txt
llama4-maverick,story_wc_114.txt,8.0,4.5,High,Monolingual,6.0,7.5,3.0,Hypotaxis,5.5,ThirdLimited,Single,Past,Incidental,Reliable,2.0,Linear,Reflective,Distributed,Idea,8.5,3.0,Earnest,7.5,Visual,Threaded,0.0,0.0,Minimal,2.5,2.0,Absent,7.0,Resonant,Literary,Existential,Contemporary,Workplace,2.0,Internal,Existential,Solo,2.0,3.5,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_114.txt
llama4-maverick,story_wc_108.txt,3.5,3.5,Neutral,Monolingual,4.0,4.5,2.5,Balanced,8.5,First,Single,Past,Absent,Reliable,3.0,Linear,Reflective,Distributed,Character,7.5,2.0,Earnest,4.0,Visual,Reprise,0.0,0.0,Minimal,1.0,1.0,Absent,7.5,Decisive,Literary,Existential,Timeless,Abstract,1.5,Internal,Existential,Solo,1.5,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_108.txt
llama4-maverick,story_wc_102.txt,8.5,6.5,High,Monolingual,7.5,7.0,4.0,Hypotaxis,7.5,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Idea,9.0,2.0,Earnest,8.5,Visual,Threaded,0.5,2.0,Minimal,2.0,2.0,Absent,7.0,Resonant,Fabulist,Existential,Timeless,Transit,2.0,Internal,Existential,Duo,2.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_102.txt
llama4-maverick,story_wc_104.txt,6.0,4.0,High,Monolingual,4.0,4.0,3.5,Balanced,3.0,ThirdOmniscient,Single,Past,Absent,Reliable,2.5,Linear,Reflective,Distributed,Idea,8.0,2.0,Earnest,4.5,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Speculative,Social,Future,Urban,3.0,Societal,Existential,Solo,7.0,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_104.txt
llama4-maverick,story_wc_109.txt,8.5,5.5,High,Monolingual,7.5,7.0,6.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Absent,Reliable,3.0,Linear,Reflective,Minimal,Voice,8.5,2.0,Earnest,8.0,Mixed,Threaded,0.0,0.0,Minimal,4.0,3.0,Absent,8.0,Circular,Fabulist,Existential,Timeless,Abstract,2.5,Internal,Existential,Solo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_109.txt
llama4-maverick,story_wc_107.txt,8.2,7.2,High,Monolingual,6.8,6.0,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Reflective,Distributed,Voice,8.0,2.0,Earnest,8.5,Mixed,Threaded,0.8,1.0,Minimal,2.0,1.0,Absent,7.5,Resonant,Literary,Existential,Timeless,Workplace,1.5,Internal,Existential,Solo,2.0,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_107.txt
llama4-maverick,story_wc_113.txt,7.2,6.0,High,Monolingual,6.0,6.0,7.0,Hypotaxis,7.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Scenic,Distributed,Situation,8.5,2.0,Earnest,8.0,NA,Threaded,0.0,0.0,Minimal,2.0,2.5,Absent,9.0,Resonant,Literary,Existential,Timeless,Workplace,2.0,Internal,Existential,Solo,2.0,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_113.txt
llama4-maverick,story_wc_110.txt,7.5,4.0,High,Monolingual,6.0,5.5,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Reflective,Minimal,Idea,8.5,2.0,Earnest,7.8,Visual,Threaded,0.0,0.0,Minimal,2.5,2.0,Absent,9.0,Resonant,Fabulist,Existential,Timeless,Abstract,2.5,Internal,Moral,Solo,1.5,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_110.txt
llama4-maverick,story_wc_111.txt,7.6,6.5,High,Monolingual,6.0,6.0,4.0,Balanced,4.5,ThirdLimited,Single,Past,Absent,Reliable,2.0,Linear,Reflective,Distributed,Idea,8.0,3.0,Earnest,7.5,Visual,Transforming,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Literary,Nature,Timeless,Rural,2.0,Internal,Existential,Solo,1.5,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_111.txt
llama4-maverick,story_wc_115.txt,6.0,6.5,Neutral,Monolingual,5.0,4.5,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Idea,7.0,2.0,Earnest,6.0,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,6.5,Resonant,Literary,Existential,Contemporary,Transit,2.5,Internal,Existential,Solo,2.0,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_115.txt
llama4-maverick,story_wc_112.txt,6.8,5.5,High,Monolingual,6.0,5.5,4.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,4.0,Linear,Balanced,Distributed,Idea,7.0,2.5,Earnest,7.0,Visual,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,7.0,Resonant,Speculative,Existential,Future,Workplace,3.5,Internal,Existential,Solo,3.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_112.txt
llama4-maverick,story_wc_11.txt,4.5,5.5,High,Monolingual,4.5,4.0,1.5,Balanced,3.5,ThirdLimited,Single,Past,Absent,Reliable,2.5,Linear,Reflective,Distributed,Idea,7.0,2.0,Earnest,6.0,Visual,Transforming,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Speculative,Existential,Future,Workplace,3.5,Internal,Existential,Solo,1.5,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_11.txt
llama4-maverick,story_wc_12.txt,7.0,3.0,High,Monolingual,5.5,6.0,3.0,Balanced,4.0,ThirdLimited,Single,Past,Absent,Reliable,2.0,Linear,Reflective,Minimal,Idea,8.0,2.0,Earnest,7.0,Auditory,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,8.0,Decisive,Fabulist,Existential,Timeless,Abstract,2.5,Supernatural,Existential,Solo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_12.txt
llama4-maverick,story_wc_117.txt,7.0,5.8,High,Monolingual,6.8,6.2,7.0,Hypotaxis,5.0,ThirdLimited,Single,Past,Absent,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.0,3.0,Earnest,7.5,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.5,Resonant,Literary,Nature,Timeless,Rural,1.5,Internal,Existential,Duo,2.5,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_117.txt
llama4-maverick,story_wc_116.txt,7.5,5.5,High,Monolingual,5.0,5.0,2.5,Balanced,4.5,ThirdLimited,Single,Past,Absent,Reliable,2.0,Linear,Reflective,Distributed,Idea,8.5,2.0,Earnest,7.0,Mixed,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,7.0,Circular,Fabulist,Existential,Timeless,Abstract,3.0,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_116.txt
llama4-maverick,story_wc_118.txt,7.0,5.0,High,Monolingual,4.5,5.0,3.0,Hypotaxis,4.5,ThirdLimited,Single,Past,Absent,Reliable,2.0,Linear,Reflective,Distributed,Voice,9.0,2.0,Earnest,7.0,Visual,Threaded,0.0,0.0,Minimal,2.0,2.0,Sustained,7.5,Resonant,Literary,Memory,Timeless,Workplace,2.5,Internal,Existential,Solo,2.0,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_118.txt
llama4-maverick,story_wc_119.txt,5.8,3.2,High,Monolingual,3.5,5.0,3.0,Balanced,4.0,ThirdLimited,Single,Past,Incidental,Reliable,2.0,Linear,Reflective,Distributed,Voice,7.0,2.0,Earnest,4.0,Visual,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,6.0,Resonant,Literary,Existential,Timeless,Rural,2.0,Internal,Existential,Duo,2.0,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_119.txt
llama4-maverick,story_wc_123.txt,5.5,5.5,High,Monolingual,4.5,5.0,3.5,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,2.5,Linear,Reflective,Distributed,Character,7.5,3.0,Earnest,6.0,Visual,Threaded,0.0,0.0,Minimal,1.0,1.0,Absent,7.5,Resonant,Literary,Existential,Timeless,Domestic,2.0,Internal,Moral,Solo,2.0,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_123.txt
llama4-maverick,story_wc_120.txt,8.5,6.0,High,Monolingual,6.5,6.5,4.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.0,Linear,Reflective,Distributed,Voice,9.0,2.0,Earnest,8.5,Visual,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,8.5,Resonant,Literary,Memory,Timeless,Abstract,1.5,Internal,Existential,Solo,1.5,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_120.txt
llama4-maverick,story_wc_126.txt,8.2,8.3,High,Monolingual,7.8,7.2,7.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Minimal,Idea,8.7,4.0,Earnest,9.0,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.0,Absent,8.2,Resonant,Literary,Existential,Timeless,Abstract,2.5,Internal,Existential,Small,2.0,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_126.txt
llama4-maverick,story_wc_124.txt,7.0,6.0,High,Monolingual,5.0,6.0,3.0,Hypotaxis,7.0,ThirdLimited,Single,Past,Incidental,Reliable,2.5,Linear,Reflective,Distributed,Character,8.0,2.0,Earnest,7.5,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.5,Resonant,Literary,Memory,Future,Workplace,2.0,Internal,Existential,Solo,1.5,4.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_124.txt
llama4-maverick,story_wc_125.txt,7.8,4.0,High,Monolingual,6.0,5.0,3.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,2.0,Linear,Reflective,Distributed,Idea,8.0,2.0,Earnest,7.8,Tactile,Transforming,0.0,0.0,Minimal,2.0,2.5,Absent,7.0,Resonant,Literary,Existential,Future,Rural,2.5,Internal,Existential,Solo,1.0,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_125.txt
llama4-maverick,story_wc_13.txt,7.0,6.0,High,Monolingual,6.5,6.5,4.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Absent,Reliable,4.5,Linear,Reflective,Distributed,Idea,7.0,3.0,Earnest,8.5,Visual,Transforming,0.0,0.0,Minimal,2.0,2.0,Absent,7.5,Resonant,Fabulist,Existential,Timeless,Urban,4.0,Internal,Existential,Solo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_13.txt
llama4-maverick,story_wc_122.txt,8.5,7.0,High,Monolingual,6.5,6.0,5.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.0,Linear,Reflective,Distributed,Idea,8.5,2.5,Earnest,8.0,Mixed,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Existential,Timeless,Workplace,2.0,Internal,Existential,Solo,1.0,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_122.txt
llama4-maverick,story_wc_121.txt,7.5,4.0,High,Monolingual,5.0,5.0,7.0,Balanced,5.0,ThirdLimited,Single,Past,Absent,Reliable,2.5,Linear,Reflective,Distributed,Idea,7.5,2.0,Earnest,7.0,Visual,Transforming,0.0,0.0,Minimal,3.0,1.5,Absent,8.5,Decisive,Speculative,Existential,Future,Urban,3.0,Internal,Existential,Solo,1.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_121.txt
llama4-maverick,story_wc_133.txt,4.5,4.0,High,Monolingual,4.0,5.0,2.5,Balanced,7.0,First,Single,Past,Absent,Reliable,2.5,Linear,Reflective,Distributed,Idea,7.5,2.0,Earnest,5.5,NA,Threaded,0.5,2.0,Minimal,1.5,1.0,Absent,8.5,Resonant,Speculative,Existential,Future,Rural,3.5,Internal,Existential,Duo,2.5,7.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_133.txt
llama4-maverick,story_wc_128.txt,4.0,5.5,High,Monolingual,4.5,5.0,3.5,Balanced,4.0,ThirdLimited,Single,Past,Absent,Reliable,3.5,Linear,Balanced,Distributed,Idea,6.0,2.5,Earnest,5.0,Mixed,Threaded,2.0,1.5,Minimal,1.0,0.5,Absent,8.0,Resonant,Literary,Social,Contemporary,Urban,1.0,Societal,Moral,Duo,3.0,0.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_128.txt
llama4-maverick,story_wc_129.txt,7.5,6.0,High,Monolingual,5.5,5.0,4.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Linear,Reflective,Distributed,Character,7.5,2.5,Earnest,7.0,Visual,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Decisive,Fabulist,Social,Timeless,Abstract,3.0,Internal,Relational,Duo,3.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_129.txt
llama4-maverick,story_wc_132.txt,5.8,4.6,High,Monolingual,4.2,6.0,3.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,2.0,Linear,Reflective,Distributed,Character,7.5,2.0,Earnest,5.8,Visual,Threaded,0.0,0.0,Minimal,1.0,1.5,Absent,8.0,Resonant,Literary,Nature,Contemporary,Workplace,1.0,Internal,Existential,Solo,1.5,1.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_132.txt
llama4-maverick,story_wc_130.txt,8.2,7.3,High,Monolingual,6.5,7.0,3.5,Hypotaxis,5.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,8.7,Visual,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,7.5,Resonant,Fabulist,Existential,Timeless,Abstract,3.5,Internal,Existential,Solo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_130.txt
llama4-maverick,story_wc_131.txt,7.5,7.5,High,Monolingual,6.5,6.0,5.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Flashback,Balanced,Minimal,Voice,8.0,3.0,Earnest,8.0,Mixed,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,7.5,Resonant,Literary,Memory,Contemporary,Urban,2.0,Internal,Existential,Solo,2.0,4.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_131.txt
llama4-maverick,story_wc_134.txt,7.5,4.0,High,Monolingual,6.0,6.5,3.5,Hypotaxis,5.5,ThirdLimited,Single,Past,Absent,Reliable,2.0,Linear,Reflective,Distributed,Idea,8.5,2.0,Earnest,7.0,Mixed,Threaded,0.0,0.0,Minimal,1.0,1.5,Absent,7.0,Resonant,Fabulist,Existential,Timeless,Abstract,3.0,Internal,Existential,Duo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_134.txt
llama4-maverick,story_wc_138.txt,6.8,4.4,High,Occasional,6.2,5.6,6.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,4.0,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,7.0,Visual,Threaded,0.8,7.2,Minimal,2.0,2.0,Absent,8.5,Resonant,Fabulist,Existential,Timeless,Abstract,3.5,Internal,Existential,Duo,2.5,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_138.txt
llama4-maverick,story_wc_139.txt,6.2,6.0,Mixed,Monolingual,6.3,5.6,6.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Situation,7.5,3.0,Earnest,6.5,Mixed,Threaded,2.0,6.0,Mixed,1.5,1.0,Absent,3.5,Suspended,Literary,Family,Contemporary,Workplace,2.0,Interpersonal,Moral,Duo,4.0,1.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_139.txt
llama4-maverick,story_wc_137.txt,7.8,4.4,High,Monolingual,5.7,6.4,3.0,Hypotaxis,5.5,ThirdLimited,Single,Past,Absent,Reliable,2.5,Linear,Reflective,Distributed,Idea,7.8,2.5,Earnest,7.0,Auditory,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,8.5,Resonant,Fabulist,Memory,Timeless,Abstract,2.0,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_137.txt
llama4-maverick,story_wc_135.txt,6.5,5.5,High,Monolingual,5.5,5.0,6.5,Balanced,5.2,ThirdLimited,Single,Past,Incidental,Reliable,2.5,Linear,Reflective,Distributed,Idea,7.0,3.0,Earnest,6.5,Visual,Transforming,0.5,1.0,Minimal,2.0,1.5,Absent,9.0,Resonant,Literary,Memory,Timeless,Urban,2.0,Societal,Existential,Solo,3.5,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_135.txt
llama4-maverick,story_wc_141.txt,7.5,5.8,High,Monolingual,5.0,5.2,3.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Absent,Reliable,6.0,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,7.0,Auditory,Threaded,0.0,0.0,Minimal,2.0,2.0,Absent,8.0,Resonant,Fabulist,Existential,Timeless,Rural,2.0,Internal,Existential,Solo,2.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_141.txt
llama4-maverick,story_wc_136.txt,7.0,3.5,High,Monolingual,5.0,4.5,3.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Absent,Reliable,4.5,Linear,Balanced,Minimal,Situation,7.5,2.0,Earnest,6.5,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Fabulist,Existential,Timeless,Abstract,2.5,Internal,Existential,Solo,2.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_136.txt
llama4-maverick,story_wc_127.txt,7.2,5.5,High,Monolingual,4.5,4.0,2.0,Balanced,4.0,ThirdLimited,Single,Past,Absent,Reliable,2.5,Linear,Reflective,Distributed,Idea,7.5,2.0,Earnest,6.5,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Fabulist,Work,Timeless,Abstract,2.5,Internal,Professional,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/llama4-maverick/story_wc_127.txt
